bin_id,timestamp,day_of_week,hour,previous_waste_level,temperature,rainfall,collection_history_hours,waste_type,waste_level
BIN-119,2026-09-11T15:00:00,4,15,63,23.5,0.0,22,RECYCLABLE,82
BIN-109,2026-09-02T18:00:00,2,18,33,19.7,0.0,41,HAZARDOUS,85
BIN-111,2026-09-10T03:00:00,3,3,73,5.3,0.0,34,GENERAL,84
BIN-122,2026-09-17T07:00:00,3,7,75,14.7,0.0,5,GENERAL,81
BIN-112,2026-09-05T23:00:00,5,23,28,11.1,0.0,18,ELECTRONIC,44
BIN-107,2026-09-06T08:00:00,6,8,31,13.9,0.0,17,RECYCLABLE,44
BIN-120,2026-09-08T22:00:00,1,22,20,12.7,0.0,7,RECYCLABLE,25
BIN-125,2026-09-19T14:00:00,5,14,66,22.5,0.0,3,ELECTRONIC,68
BIN-119,2026-09-19T20:00:00,5,20,28,16.9,0.0,32,GENERAL,83
BIN-119,2026-09-04T01:00:00,4,1,59,7.2,0.0,34,ORGANIC,72
BIN-117,2026-09-08T17:00:00,1,17,27,20.5,2.3,44,HAZARDOUS,63
BIN-122,2026-09-05T19:00:00,5,19,17,16.4,0.0,38,HAZARDOUS,66
BIN-109,2026-09-05T07:00:00,5,7,35,12.0,0.0,17,ELECTRONIC,48
BIN-114,2026-09-05T19:00:00,5,19,52,16.5,0.0,45,HAZARDOUS,100
BIN-115,2026-09-05T04:00:00,5,4,34,9.3,0.0,9,ELECTRONIC,37
BIN-113,2026-09-05T12:00:00,5,12,24,21.8,1.9,48,RECYCLABLE,85
BIN-105,2026-09-20T09:00:00,6,9,45,18.2,0.0,35,ELECTRONIC,72
BIN-113,2026-09-03T10:00:00,3,10,32,20.3,0.0,4,RECYCLABLE,35
BIN-121,2026-09-03T09:00:00,3,9,47,16.1,0.0,48,HAZARDOUS,83
BIN-112,2026-09-01T18:00:00,1,18,49,20.5,0.0,8,HAZARDOUS,58
BIN-107,2026-09-13T15:00:00,6,15,73,21.4,0.0,42,ELECTRONIC,100
BIN-116,2026-09-17T20:00:00,3,20,53,15.5,0.0,6,HAZARDOUS,63
BIN-105,2026-09-19T20:00:00,5,20,48,14.7,0.0,41,RECYCLABLE,98
BIN-103,2026-09-04T18:00:00,4,18,45,18.3,0.0,15,GENERAL,73
BIN-109,2026-09-14T05:00:00,0,5,61,10.5,0.0,18,HAZARDOUS,65
BIN-115,2026-09-10T03:00:00,3,3,7,5.8,0.0,12,RECYCLABLE,8
BIN-109,2026-09-21T09:00:00,0,9,26,16.7,4.2,14,ORGANIC,44
BIN-125,2026-09-09T19:00:00,2,19,18,16.1,2.9,6,ELECTRONIC,27
BIN-113,2026-09-07T22:00:00,0,22,41,10.8,2.4,16,RECYCLABLE,55
BIN-112,2026-09-19T16:00:00,5,16,64,23.8,0.0,31,GENERAL,98
BIN-109,2026-09-13T00:00:00,6,0,74,6.8,0.0,9,HAZARDOUS,80
BIN-119,2026-09-10T14:00:00,3,14,73,22.2,0.0,41,ELECTRONIC,100
BIN-118,2026-09-06T04:00:00,6,4,44,7.5,0.0,29,ORGANIC,55
BIN-125,2026-09-19T10:00:00,5,10,41,18.9,4.1,23,RECYCLABLE,61
BIN-125,2026-09-11T12:00:00,4,12,60,23.1,0.0,1,GENERAL,62
BIN-107,2026-09-10T02:00:00,3,2,55,6.0,0.0,28,ELECTRONIC,60
BIN-121,2026-09-09T15:00:00,2,15,38,21.0,0.0,15,HAZARDOUS,47
BIN-120,2026-09-18T13:00:00,4,13,73,24.0,0.0,19,GENERAL,100
BIN-103,2026-09-05T05:00:00,5,5,19,9.9,0.0,19,RECYCLABLE,23
BIN-107,2026-09-08T04:00:00,1,4,11,10.0,4.4,10,ORGANIC,18
BIN-110,2026-09-07T01:00:00,0,1,61,8.2,0.0,46,RECYCLABLE,73
BIN-111,2026-09-10T07:00:00,3,7,52,12.8,0.0,32,GENERAL,88
BIN-111,2026-09-03T01:00:00,3,1,39,8.4,2.1,4,RECYCLABLE,42
BIN-113,2026-09-19T00:00:00,5,0,36,7.6,0.0,8,ORGANIC,48
BIN-108,2026-09-17T01:00:00,3,1,63,8.2,3.0,13,ORGANIC,69
BIN-110,2026-09-21T07:00:00,0,7,10,13.9,0.0,11,GENERAL,23
BIN-104,2026-09-06T17:00:00,6,17,43,19.5,0.0,41,HAZARDOUS,77
BIN-104,2026-09-06T08:00:00,6,8,6,13.7,0.0,21,HAZARDOUS,22
BIN-104,2026-09-09T18:00:00,2,18,10,19.3,0.0,1,RECYCLABLE,11
BIN-125,2026-09-03T05:00:00,3,5,68,7.7,0.0,11,RECYCLABLE,70
BIN-125,2026-09-14T16:00:00,0,16,50,22.5,0.0,4,ORGANIC,55
BIN-108,2026-09-08T02:00:00,1,2,49,8.2,0.0,42,ELECTRONIC,58
BIN-107,2026-09-01T18:00:00,1,18,22,18.0,3.2,23,HAZARDOUS,51
BIN-116,2026-09-05T09:00:00,5,9,74,16.5,0.0,12,ELECTRONIC,83
BIN-109,2026-09-19T20:00:00,5,20,25,13.3,1.3,36,ELECTRONIC,72
BIN-101,2026-09-17T21:00:00,3,21,28,14.5,0.0,25,ELECTRONIC,62
BIN-112,2026-09-17T21:00:00,3,21,46,13.8,0.0,16,ELECTRONIC,65
BIN-117,2026-09-15T21:00:00,1,21,24,13.4,0.0,36,HAZARDOUS,70
BIN-121,2026-09-08T04:00:00,1,4,71,8.7,4.2,7,ORGANIC,75
BIN-104,2026-09-11T16:00:00,4,16,9,22.2,0.0,7,RECYCLABLE,15
BIN-122,2026-09-11T18:00:00,4,18,37,17.2,0.0,40,ELECTRONIC,89
BIN-107,2026-09-15T07:00:00,1,7,64,14.1,2.5,6,HAZARDOUS,70
BIN-114,2026-09-18T20:00:00,4,20,12,16.3,0.0,46,GENERAL,92
BIN-110,2026-09-02T23:00:00,2,23,17,7.7,0.0,34,RECYCLABLE,45
BIN-113,2026-09-05T09:00:00,5,9,36,17.4,0.0,34,RECYCLABLE,62
BIN-124,2026-09-03T14:00:00,3,14,63,23.8,0.0,23,ELECTRONIC,92
BIN-104,2026-09-04T21:00:00,4,21,56,12.9,0.0,36,RECYCLABLE,100
BIN-112,2026-09-20T14:00:00,6,14,46,24.4,0.0,36,GENERAL,100
BIN-121,2026-09-10T12:00:00,3,12,35,22.2,0.0,39,GENERAL,100
BIN-109,2026-09-09T00:00:00,2,0,55,6.1,1.3,29,HAZARDOUS,76
BIN-101,2026-09-12T09:00:00,5,9,5,16.3,0.0,20,RECYCLABLE,21
BIN-123,2026-09-18T21:00:00,4,21,70,13.2,0.0,36,GENERAL,100
BIN-105,2026-09-03T08:00:00,3,8,50,13.6,0.0,30,ORGANIC,87
BIN-109,2026-09-18T15:00:00,4,15,56,23.0,0.0,6,GENERAL,62
BIN-103,2026-09-16T18:00:00,2,18,27,19.0,0.0,31,GENERAL,80
BIN-104,2026-09-14T00:00:00,0,0,53,6.4,3.5,3,GENERAL,55
BIN-112,2026-09-20T02:00:00,6,2,20,8.5,0.0,27,HAZARDOUS,25
BIN-101,2026-09-14T20:00:00,0,20,44,15.1,0.0,4,HAZARDOUS,48
BIN-119,2026-09-04T12:00:00,4,12,33,20.5,0.0,33,GENERAL,94
BIN-125,2026-09-14T00:00:00,0,0,16,7.0,0.0,33,ELECTRONIC,43
BIN-113,2026-09-04T11:00:00,4,11,15,20.6,0.0,22,RECYCLABLE,42
BIN-113,2026-09-12T00:00:00,5,0,21,9.1,0.0,45,HAZARDOUS,57
BIN-107,2026-09-11T17:00:00,4,17,30,20.9,0.0,42,HAZARDOUS,63
BIN-109,2026-09-17T21:00:00,3,21,16,11.4,0.0,21,HAZARDOUS,43
BIN-112,2026-09-08T18:00:00,1,18,49,19.4,1.4,21,RECYCLABLE,79
BIN-115,2026-09-14T15:00:00,0,15,10,24.4,0.0,29,RECYCLABLE,33
BIN-122,2026-09-09T07:00:00,2,7,15,11.4,4.3,47,RECYCLABLE,57
BIN-110,2026-09-01T15:00:00,1,15,19,21.9,0.0,45,GENERAL,66
BIN-111,2026-09-05T19:00:00,5,19,31,17.3,0.0,14,ELECTRONIC,47
BIN-105,2026-09-16T03:00:00,2,3,72,5.4,1.3,25,ORGANIC,81
BIN-123,2026-09-14T12:00:00,0,12,64,22.5,1.7,4,GENERAL,71
BIN-122,2026-09-09T00:00:00,2,0,42,9.5,0.0,2,ORGANIC,47
BIN-108,2026-09-09T10:00:00,2,10,17,20.6,0.0,46,ELECTRONIC,54
BIN-107,2026-09-12T00:00:00,5,0,7,6.2,0.0,36,HAZARDOUS,36
BIN-110,2026-09-08T10:00:00,1,10,25,17.1,0.0,26,HAZARDOUS,45
BIN-117,2026-09-07T05:00:00,0,5,37,10.9,0.0,41,ORGANIC,53
BIN-101,2026-09-21T11:00:00,0,11,33,19.3,0.0,18,ELECTRONIC,56
BIN-113,2026-09-12T10:00:00,5,10,34,18.7,0.0,41,ELECTRONIC,67
BIN-114,2026-09-22T00:00:00,1,0,47,7.9,2.9,39,GENERAL,88
BIN-107,2026-09-19T17:00:00,5,17,72,22.3,0.0,20,RECYCLABLE,87
BIN-125,2026-09-04T10:00:00,4,10,45,17.3,0.0,11,ELECTRONIC,54
BIN-105,2026-09-16T20:00:00,2,20,57,16.8,0.0,21,ORGANIC,97
BIN-124,2026-09-21T06:00:00,0,6,29,9.4,3.4,10,GENERAL,33
BIN-119,2026-09-14T09:00:00,0,9,34,16.0,0.4,39,RECYCLABLE,65
BIN-125,2026-09-11T12:00:00,4,12,65,22.8,0.0,33,RECYCLABLE,100
BIN-105,2026-09-04T19:00:00,4,19,9,16.7,0.0,15,RECYCLABLE,27
BIN-109,2026-09-21T14:00:00,0,14,30,24.0,4.2,15,HAZARDOUS,54
BIN-116,2026-09-16T00:00:00,2,0,36,7.8,0.0,30,GENERAL,68
BIN-120,2026-09-17T00:00:00,3,0,45,7.6,0.0,47,HAZARDOUS,81
BIN-121,2026-09-20T00:00:00,6,0,18,7.9,0.0,34,ORGANIC,58
BIN-102,2026-09-20T01:00:00,6,1,73,6.9,0.0,34,RECYCLABLE,80
BIN-121,2026-09-21T20:00:00,0,20,42,14.8,0.0,13,ORGANIC,67
BIN-125,2026-09-18T23:00:00,4,23,26,9.0,0.0,30,GENERAL,60
BIN-105,2026-09-11T05:00:00,4,5,69,7.8,0.0,6,HAZARDOUS,71
BIN-123,2026-09-12T23:00:00,5,23,57,8.6,2.0,26,RECYCLABLE,81
BIN-115,2026-09-03T06:00:00,3,6,25,11.9,0.5,21,GENERAL,30
BIN-115,2026-09-14T20:00:00,0,20,72,15.8,0.0,6,GENERAL,84
BIN-106,2026-09-09T09:00:00,2,9,10,18.1,0.0,25,ELECTRONIC,30
BIN-119,2026-09-19T22:00:00,5,22,23,9.7,0.0,11,RECYCLABLE,31
BIN-125,2026-09-21T20:00:00,0,20,28,13.5,0.9,19,HAZARDOUS,54
BIN-120,2026-09-17T15:00:00,3,15,63,22.7,0.0,1,GENERAL,65
BIN-116,2026-09-06T09:00:00,6,9,65,16.9,0.0,38,RECYCLABLE,94
BIN-120,2026-09-14T03:00:00,0,3,75,6.4,0.0,16,ORGANIC,81
BIN-106,2026-09-04T11:00:00,4,11,49,18.8,0.0,42,ORGANIC,100
BIN-122,2026-09-13T15:00:00,6,15,47,24.4,1.9,20,ELECTRONIC,65
BIN-120,2026-09-15T10:00:00,1,10,27,20.9,0.0,37,ELECTRONIC,59
BIN-112,2026-09-21T04:00:00,0,4,43,7.4,0.0,6,ORGANIC,46
BIN-118,2026-09-02T17:00:00,2,17,22,19.1,0.0,31,GENERAL,53
BIN-111,2026-09-12T13:00:00,5,13,31,23.5,0.0,34,HAZARDOUS,77
BIN-121,2026-09-12T14:00:00,5,14,41,22.7,0.0,31,ORGANIC,100
BIN-109,2026-09-12T13:00:00,5,13,50,24.4,0.0,40,ELECTRONIC,99
BIN-116,2026-09-11T20:00:00,4,20,34,15.8,0.0,40,RECYCLABLE,86
BIN-101,2026-09-03T20:00:00,3,20,20,15.9,0.0,30,ORGANIC,77
BIN-102,2026-09-08T10:00:00,1,10,32,17.0,0.0,36,GENERAL,70
BIN-110,2026-09-06T18:00:00,6,18,43,19.0,0.0,20,ORGANIC,84
BIN-111,2026-09-09T18:00:00,2,18,8,20.3,3.8,40,ELECTRONIC,61
BIN-122,2026-09-11T13:00:00,4,13,22,22.7,0.0,3,HAZARDOUS,27
BIN-111,2026-09-11T04:00:00,4,4,12,9.4,0.0,48,HAZARDOUS,22
BIN-124,2026-09-15T19:00:00,1,19,73,15.1,0.0,36,GENERAL,100
BIN-112,2026-09-02T17:00:00,2,17,8,20.0,0.0,18,RECYCLABLE,25
BIN-118,2026-09-19T07:00:00,5,7,54,11.7,3.5,37,RECYCLABLE,84
BIN-123,2026-09-02T00:00:00,2,0,16,8.1,0.0,27,GENERAL,48
BIN-115,2026-09-19T00:00:00,5,0,72,7.3,3.5,14,GENERAL,89
BIN-115,2026-09-12T03:00:00,5,3,69,5.9,0.0,31,ORGANIC,77
BIN-116,2026-09-16T23:00:00,2,23,46,7.9,0.0,20,ELECTRONIC,64
BIN-122,2026-09-04T03:00:00,4,3,9,7.1,0.0,47,RECYCLABLE,17
BIN-117,2026-09-03T19:00:00,3,19,10,17.8,0.0,20,ORGANIC,50
BIN-102,2026-09-03T12:00:00,3,12,44,20.0,0.0,43,ELECTRONIC,100
BIN-121,2026-09-20T08:00:00,6,8,30,13.8,0.0,21,RECYCLABLE,46
BIN-104,2026-09-07T03:00:00,0,3,40,5.7,0.0,11,RECYCLABLE,44
BIN-118,2026-09-12T07:00:00,5,7,74,12.3,0.0,14,ORGANIC,92
BIN-110,2026-09-13T13:00:00,6,13,14,22.0,0.0,11,RECYCLABLE,30
BIN-118,2026-09-10T19:00:00,3,19,8,17.0,0.0,9,ORGANIC,26
BIN-114,2026-09-09T16:00:00,2,16,62,22.4,0.0,46,RECYCLABLE,100
BIN-107,2026-09-16T13:00:00,2,13,64,23.0,3.6,6,ELECTRONIC,73
BIN-110,2026-09-15T22:00:00,1,22,34,12.8,4.0,31,HAZARDOUS,60
BIN-109,2026-09-20T19:00:00,6,19,28,17.9,0.0,26,GENERAL,74
BIN-115,2026-09-11T17:00:00,4,17,65,19.1,0.0,5,ORGANIC,68
BIN-106,2026-09-07T08:00:00,0,8,21,15.0,0.0,39,GENERAL,63
BIN-118,2026-09-15T04:00:00,1,4,73,7.9,0.0,20,ORGANIC,80
BIN-108,2026-09-14T13:00:00,0,13,25,24.6,0.0,36,RECYCLABLE,70
BIN-119,2026-09-10T12:00:00,3,12,48,22.1,0.0,37,HAZARDOUS,98
BIN-122,2026-09-15T14:00:00,1,14,67,21.5,0.0,48,ORGANIC,100
BIN-115,2026-09-05T02:00:00,5,2,13,7.4,0.0,26,GENERAL,22
BIN-120,2026-09-17T18:00:00,3,18,68,19.6,1.0,21,HAZARDOUS,97
BIN-125,2026-09-14T21:00:00,0,21,24,12.7,0.0,10,ORGANIC,45
BIN-120,2026-09-13T15:00:00,6,15,31,23.5,0.0,13,HAZARDOUS,39
BIN-110,2026-09-20T22:00:00,6,22,49,13.0,0.0,46,HAZARDOUS,85
BIN-120,2026-09-12T05:00:00,5,5,42,7.6,0.0,9,HAZARDOUS,44
BIN-118,2026-09-18T20:00:00,4,20,41,16.5,0.0,8,GENERAL,55
BIN-123,2026-09-13T22:00:00,6,22,45,11.8,0.0,41,HAZARDOUS,77
BIN-106,2026-09-11T11:00:00,4,11,54,22.0,0.0,13,RECYCLABLE,71
BIN-114,2026-09-04T14:00:00,4,14,21,21.5,0.1,43,GENERAL,95
BIN-114,2026-09-22T03:00:00,1,3,22,7.8,0.0,6,RECYCLABLE,22
BIN-115,2026-09-20T09:00:00,6,9,28,16.9,0.0,28,ELECTRONIC,51
BIN-108,2026-09-05T07:00:00,5,7,5,13.2,0.0,39,HAZARDOUS,35
BIN-108,2026-09-16T12:00:00,2,12,57,23.6,0.0,18,ELECTRONIC,81
BIN-116,2026-09-16T08:00:00,2,8,66,16.8,3.3,8,GENERAL,76
BIN-117,2026-09-19T15:00:00,5,15,71,21.0,0.0,30,GENERAL,100
BIN-124,2026-09-15T11:00:00,1,11,74,21.8,0.0,44,ORGANIC,100
BIN-102,2026-09-20T14:00:00,6,14,6,22.9,0.0,35,GENERAL,64
BIN-114,2026-09-08T20:00:00,1,20,26,13.1,0.0,19,GENERAL,59
BIN-124,2026-09-07T19:00:00,0,19,12,17.6,0.0,17,ELECTRONIC,32
BIN-110,2026-09-18T14:00:00,4,14,41,22.9,0.3,2,ELECTRONIC,43
BIN-109,2026-09-06T17:00:00,6,17,40,19.8,0.0,40,RECYCLABLE,72
BIN-119,2026-09-17T02:00:00,3,2,62,6.5,3.5,43,RECYCLABLE,72
BIN-108,2026-09-11T16:00:00,4,16,9,21.3,0.7,34,RECYCLABLE,38
BIN-116,2026-09-17T09:00:00,3,9,35,17.7,0.0,25,HAZARDOUS,55
BIN-106,2026-09-05T19:00:00,5,19,49,15.3,0.0,47,ELECTRONIC,100
BIN-115,2026-09-09T20:00:00,2,20,65,16.0,0.0,20,HAZARDOUS,90
BIN-118,2026-09-06T07:00:00,6,7,54,12.8,3.9,44,HAZARDOUS,95
BIN-115,2026-09-09T11:00:00,2,11,10,19.0,0.0,34,GENERAL,69
BIN-112,2026-09-21T17:00:00,0,17,39,20.0,0.0,40,HAZARDOUS,73
BIN-113,2026-09-11T04:00:00,4,4,29,8.2,0.0,47,RECYCLABLE,42
BIN-106,2026-09-08T00:00:00,1,0,6,9.4,0.4,1,ELECTRONIC,8
BIN-108,2026-09-16T19:00:00,2,19,29,15.2,0.0,17,GENERAL,59
BIN-102,2026-09-21T08:00:00,0,8,32,16.8,0.0,43,ELECTRONIC,67
BIN-120,2026-09-04T02:00:00,4,2,28,8.6,0.0,43,HAZARDOUS,38
BIN-109,2026-09-07T14:00:00,0,14,14,23.6,0.0,43,HAZARDOUS,69
BIN-122,2026-09-17T18:00:00,3,18,25,20.1,0.0,17,GENERAL,56
BIN-102,2026-09-09T11:00:00,2,11,12,19.7,0.0,22,HAZARDOUS,41
BIN-107,2026-09-14T08:00:00,0,8,67,13.4,0.0,12,HAZARDOUS,77
BIN-114,2026-09-05T23:00:00,5,23,18,11.0,0.0,42,ELECTRONIC,52
BIN-119,2026-09-16T20:00:00,2,20,7,16.6,2.9,29,GENERAL,59
BIN-102,2026-09-15T12:00:00,1,12,24,22.7,0.0,18,HAZARDOUS,46
BIN-125,2026-09-11T19:00:00,4,19,56,18.4,0.0,28,HAZARDOUS,91
BIN-103,2026-09-12T20:00:00,5,20,54,16.8,0.0,1,RECYCLABLE,53
BIN-112,2026-09-08T10:00:00,1,10,12,19.5,0.0,26,GENERAL,40
BIN-103,2026-09-09T03:00:00,2,3,15,8.6,0.0,22,ELECTRONIC,20
BIN-118,2026-09-02T04:00:00,2,4,29,7.3,0.0,43,HAZARDOUS,40
BIN-104,2026-09-14T18:00:00,0,18,15,20.5,0.0,32,GENERAL,70
BIN-101,2026-09-16T16:00:00,2,16,67,21.5,0.0,16,ELECTRONIC,80
BIN-121,2026-09-07T21:00:00,0,21,62,14.8,1.5,35,HAZARDOUS,100
BIN-113,2026-09-03T20:00:00,3,20,71,14.8,0.0,42,RECYCLABLE,100
BIN-118,2026-09-04T12:00:00,4,12,14,20.1,2.9,15,ELECTRONIC,31
BIN-102,2026-09-06T12:00:00,6,12,27,22.5,0.0,1,RECYCLABLE,29
BIN-104,2026-09-11T01:00:00,4,1,13,8.5,2.2,11,ELECTRONIC,17
BIN-107,2026-09-10T10:00:00,3,10,56,18.3,0.0,48,GENERAL,100
BIN-119,2026-09-12T23:00:00,5,23,32,10.4,0.0,21,RECYCLABLE,49
BIN-105,2026-09-17T11:00:00,3,11,52,20.9,0.0,11,HAZARDOUS,67
BIN-119,2026-09-02T04:00:00,2,4,53,9.2,2.2,7,RECYCLABLE,57
BIN-103,2026-09-16T09:00:00,2,9,58,17.8,0.0,19,ELECTRONIC,73
BIN-116,2026-09-16T02:00:00,2,2,23,7.6,0.0,14,RECYCLABLE,23
BIN-120,2026-09-16T02:00:00,2,2,28,7.9,0.0,39,ORGANIC,44
BIN-103,2026-09-14T17:00:00,0,17,58,18.7,0.0,23,GENERAL,84
BIN-104,2026-09-14T12:00:00,0,12,69,20.8,0.0,35,GENERAL,100
BIN-122,2026-09-05T18:00:00,5,18,29,17.5,3.8,4,GENERAL,39
BIN-106,2026-09-15T15:00:00,1,15,51,21.9,0.0,4,ORGANIC,55
BIN-111,2026-09-14T11:00:00,0,11,18,21.6,0.0,3,HAZARDOUS,23
BIN-116,2026-09-12T07:00:00,5,7,35,13.8,0.0,5,ORGANIC,43
BIN-111,2026-09-10T06:00:00,3,6,46,9.9,1.0,48,RECYCLABLE,58
BIN-107,2026-09-09T08:00:00,2,8,65,15.3,2.0,5,RECYCLABLE,71
BIN-107,2026-09-21T03:00:00,0,3,27,6.8,3.2,30,ELECTRONIC,33
BIN-107,2026-09-08T11:00:00,1,11,12,19.8,2.1,3,RECYCLABLE,14
BIN-114,2026-09-04T23:00:00,4,23,42,9.8,0.0,15,GENERAL,57
BIN-106,2026-09-13T15:00:00,6,15,16,22.4,0.0,15,ELECTRONIC,27
BIN-107,2026-09-13T22:00:00,6,22,40,9.1,0.0,30,HAZARDOUS,65
BIN-114,2026-09-13T16:00:00,6,16,24,23.6,0.0,38,RECYCLABLE,54
BIN-114,2026-09-02T06:00:00,2,6,69,9.1,0.0,31,ORGANIC,78
BIN-104,2026-09-10T23:00:00,3,23,15,9.6,3.3,16,HAZARDOUS,30
BIN-107,2026-09-04T03:00:00,4,3,35,7.9,2.2,19,GENERAL,41
BIN-119,2026-09-17T06:00:00,3,6,63,10.9,3.2,2,ELECTRONIC,67
BIN-106,2026-09-18T04:00:00,4,4,64,8.9,2.8,41,GENERAL,77
BIN-117,2026-09-02T00:00:00,2,0,39,8.9,0.0,28,GENERAL,71
BIN-119,2026-09-18T06:00:00,4,6,15,11.5,0.0,44,RECYCLABLE,27
BIN-122,2026-09-09T02:00:00,2,2,54,6.5,0.0,8,ORGANIC,56
BIN-112,2026-09-09T03:00:00,2,3,13,7.5,0.0,42,RECYCLABLE,24
BIN-118,2026-09-03T18:00:00,3,18,31,20.0,0.0,48,HAZARDOUS,94
BIN-111,2026-09-08T20:00:00,1,20,59,14.1,1.6,33,GENERAL,100
BIN-104,2026-09-11T08:00:00,4,8,73,16.6,0.0,44,ELECTRONIC,100
BIN-112,2026-09-18T09:00:00,4,9,63,15.4,0.0,13,ORGANIC,80
BIN-103,2026-09-03T15:00:00,3,15,19,23.5,0.0,18,RECYCLABLE,37
BIN-107,2026-09-12T10:00:00,5,10,58,20.9,0.0,19,ORGANIC,82
BIN-115,2026-09-17T01:00:00,3,1,29,5.5,0.0,19,ORGANIC,37
BIN-108,2026-09-19T03:00:00,5,3,47,6.9,0.0,42,ELECTRONIC,56
BIN-119,2026-09-15T12:00:00,1,12,61,21.8,0.0,36,ELECTRONIC,100
BIN-110,2026-09-04T23:00:00,4,23,66,8.8,0.0,15,GENERAL,83
BIN-110,2026-09-11T01:00:00,4,1,25,8.1,0.0,40,RECYCLABLE,34
BIN-106,2026-09-19T05:00:00,5,5,35,7.8,0.0,11,RECYCLABLE,36
BIN-112,2026-09-05T06:00:00,5,6,9,11.7,0.0,36,RECYCLABLE,17
BIN-105,2026-09-09T06:00:00,2,6,25,11.1,0.1,35,HAZARDOUS,36
BIN-115,2026-09-21T03:00:00,0,3,5,9.2,0.0,10,GENERAL,7
BIN-117,2026-09-08T09:00:00,1,9,42,18.9,0.0,31,GENERAL,78
BIN-119,2026-09-16T21:00:00,2,21,19,13.9,0.0,22,HAZARDOUS,47
BIN-105,2026-09-15T19:00:00,1,19,44,15.2,0.0,8,ELECTRONIC,55
BIN-111,2026-09-02T12:00:00,2,12,29,22.3,0.0,42,ELECTRONIC,85
BIN-125,2026-09-07T06:00:00,0,6,15,11.2,0.0,2,RECYCLABLE,15
BIN-117,2026-09-09T17:00:00,2,17,45,21.1,0.0,32,RECYCLABLE,70
BIN-102,2026-09-20T17:00:00,6,17,23,21.5,0.0,26,GENERAL,51
BIN-112,2026-09-08T19:00:00,1,19,16,15.9,0.0,29,GENERAL,66
BIN-124,2026-09-10T04:00:00,3,4,25,9.3,0.0,19,HAZARDOUS,27
BIN-105,2026-09-19T03:00:00,5,3,16,5.8,0.0,39,ELECTRONIC,27
BIN-117,2026-09-08T11:00:00,1,11,53,19.0,0.0,38,ORGANIC,100
BIN-118,2026-09-11T04:00:00,4,4,30,6.8,0.0,9,ELECTRONIC,31
BIN-118,2026-09-11T19:00:00,4,19,43,17.0,0.0,20,ORGANIC,82
BIN-105,2026-09-06T22:00:00,6,22,65,9.5,0.0,41,GENERAL,100
BIN-110,2026-09-10T05:00:00,3,5,36,7.5,0.0,32,RECYCLABLE,40
BIN-120,2026-09-17T05:00:00,3,5,66,9.6,0.0,38,GENERAL,78
BIN-121,2026-09-15T23:00:00,1,23,20,8.8,0.0,45,HAZARDOUS,58
BIN-119,2026-09-02T13:00:00,2,13,64,24.2,0.7,21,RECYCLABLE,92
BIN-109,2026-09-09T00:00:00,2,0,50,6.3,0.0,41,HAZARDOUS,83
BIN-107,2026-09-17T16:00:00,3,16,26,22.1,0.0,7,RECYCLABLE,31
BIN-122,2026-09-18T09:00:00,4,9,51,15.5,0.0,18,GENERAL,71
BIN-117,2026-09-07T08:00:00,0,8,57,14.4,0.0,32,GENERAL,91
BIN-104,2026-09-05T23:00:00,5,23,33,10.7,0.0,33,RECYCLABLE,58
BIN-117,2026-09-19T09:00:00,5,9,75,17.9,0.0,46,ELECTRONIC,100
BIN-114,2026-09-11T03:00:00,4,3,21,9.0,0.0,8,ORGANIC,23
BIN-115,2026-09-20T07:00:00,6,7,48,11.6,0.0,34,ELECTRONIC,77
BIN-124,2026-09-18T17:00:00,4,17,21,22.1,1.0,15,ORGANIC,40
BIN-103,2026-09-10T09:00:00,3,9,7,18.2,0.0,5,ORGANIC,14
BIN-102,2026-09-05T12:00:00,5,12,70,22.3,0.0,3,ORGANIC,76
BIN-110,2026-09-15T13:00:00,1,13,20,24.4,0.0,7,ORGANIC,33
BIN-107,2026-09-05T06:00:00,5,6,16,9.6,0.0,2,GENERAL,16
BIN-112,2026-09-04T18:00:00,4,18,35,19.0,3.7,47,ELECTRONIC,99
BIN-125,2026-09-01T15:00:00,1,15,29,24.6,3.4,14,ELECTRONIC,44
BIN-107,2026-09-20T23:00:00,6,23,65,8.8,0.0,46,ELECTRONIC,100
BIN-115,2026-09-15T16:00:00,1,16,50,23.9,0.0,12,ORGANIC,63
BIN-125,2026-09-08T00:00:00,1,0,19,8.2,0.0,30,ORGANIC,55
BIN-112,2026-09-16T08:00:00,2,8,10,13.3,0.0,36,GENERAL,48
BIN-124,2026-09-07T23:00:00,0,23,75,9.0,0.0,15,HAZARDOUS,88
BIN-114,2026-09-05T08:00:00,5,8,52,13.7,0.0,31,ORGANIC,89
BIN-115,2026-09-12T11:00:00,5,11,23,20.2,0.0,8,ORGANIC,39
BIN-104,2026-09-17T03:00:00,3,3,51,9.2,0.0,5,RECYCLABLE,48
BIN-104,2026-09-06T07:00:00,6,7,68,12.0,0.0,47,HAZARDOUS,100
BIN-119,2026-09-13T23:00:00,6,23,56,8.8,0.0,42,GENERAL,100
BIN-117,2026-09-07T06:00:00,0,6,18,9.5,0.0,30,RECYCLABLE,24
BIN-108,2026-09-14T17:00:00,0,17,17,21.6,0.0,2,RECYCLABLE,18
BIN-106,2026-09-09T11:00:00,2,11,46,19.3,0.0,44,ELECTRONIC,100
BIN-104,2026-09-17T13:00:00,3,13,71,23.8,0.0,43,ORGANIC,100
